EmployeeNumber,Age,Gender,MaritalStatus,Education,Department,JobRole,JobLevel,BusinessTravel,OverTime,MonthlyIncome,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,YearsSinceLastPromotion,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TrainingTimesLastYear,SalarySlab,AgeBand,TenureBand,Attrition
517,24,Male,Married,3,Research & Development,Research Scientist,2,Travel_Frequently,No,31982,11.0,0,5,0,0,0,0,4,1,1,3,1,2,<=35K,18-25,0-3 yrs,No
518,24,Male,Married,3,Research & Development,Manager,2,Travel_Rarely,No,21437,15.6,0,3,2,0,2,1,3,4,1,1,3,1,<=35K,18-25,0-3 yrs,No
519,41,Male,Divorced,1,Human Resources,Human Resources Representative,3,Travel_Frequently,No,50494,18.4,0,21,2,2,2,0,3,2,4,3,2,4,35K-60K,36-45,0-3 yrs,Yes
520,41,Male,Divorced,3,Sales,Sales Representative,2,Travel_Rarely,No,26813,12.1,1,21,4,0,2,3,4,4,4,2,4,0,<=35K,36-45,4-7 yrs,No
521,41,Female,Single,4,Research & Development,Research Scientist,2,Travel_Rarely,No,10060,12.1,0,19,17,1,4,1,4,4,4,4,1,5,<=35K,36-45,8+ yrs,No
522,34,Male,Single,3,Research & Development,Research Director,1,Non-Travel,No,20278,11.0,0,15,15,8,5,0,3,3,2,3,2,4,<=35K,26-35,8+ yrs,No
523,35,Female,Married,4,Human Resources,Human Resources Representative,3,Travel_Rarely,No,36064,21.1,3,16,0,0,0,0,3,4,3,1,3,2,35K-60K,26-35,0-3 yrs,Yes
524,39,Male,Divorced,3,Research & Development,Laboratory Technician,2,Non-Travel,No,21617,12.5,0,18,5,3,0,5,3,2,1,1,2,1,<=35K,36-45,4-7 yrs,Yes
525,37,Female,Divorced,2,Research & Development,Manager,3,Travel_Rarely,No,50503,16.1,1,15,0,0,0,0,3,1,4,2,4,1,35K-60K,36-45,0-3 yrs,No
526,18,Male,Divorced,1,Research & Development,Manager,3,Travel_Rarely,No,42222,17.4,0,0,0,0,0,0,3,4,4,1,3,3,35K-60K,18-25,0-3 yrs,No
527,34,Female,Married,3,Research & Development,Manager,1,Travel_Rarely,No,22342,20.8,0,13,0,0,0,0,3,2,4,4,2,3,<=35K,26-35,0-3 yrs,No
528,29,Male,Married,4,Sales,Sales Representative,4,Travel_Rarely,No,69681,14.6,1,9,9,2,1,0,4,4,1,4,1,2,>60K,26-35,8+ yrs,No
529,38,Male,Single,4,Sales,Sales Representative,2,Travel_Rarely,No,24840,13.2,2,20,11,0,5,5,3,4,1,4,3,2,<=35K,36-45,8+ yrs,No
530,60,Male,Single,2,Research & Development,Research Director,2,Non-Travel,Yes,36346,15.8,0,39,0,0,0,0,3,4,2,4,3,3,35K-60K,46+,0-3 yrs,No
531,40,Male,Married,3,Research & Development,Healthcare Representative,1,Non-Travel,No,10000,20.0,0,20,9,3,0,9,3,4,2,3,1,2,<=35K,36-45,8+ yrs,Yes
532,34,Female,Married,3,Human Resources,Manager,4,Travel_Rarely,No,77864,14.6,0,12,6,0,1,6,3,3,4,4,3,5,>60K,26-35,4-7 yrs,Yes
533,45,Male,Married,3,Human Resources,Manager,3,Travel_Rarely,Yes,39456,11.7,0,24,4,1,3,1,3,4,2,4,3,2,35K-60K,36-45,4-7 yrs,No
534,41,Male,Married,2,Research & Development,Healthcare Representative,1,Travel_Rarely,No,23208,11.0,0,23,5,5,0,5,3,1,3,4,3,2,<=35K,36-45,4-7 yrs,Yes
535,40,Female,Single,2,Research & Development,Research Scientist,2,Travel_Rarely,No,36750,11.0,1,21,6,1,0,6,4,4,3,4,2,1,35K-60K,36-45,4-7 yrs,Yes
536,42,Male,Married,2,Human Resources,Manager,3,Non-Travel,Yes,47528,18.4,0,21,12,1,6,3,4,2,3,3,3,3,35K-60K,36-45,8+ yrs,No
537,55,Female,Single,1,Research & Development,Research Director,3,Travel_Rarely,No,39635,14.0,0,37,8,4,2,1,3,4,2,1,2,2,35K-60K,46+,8+ yrs,No
538,26,Female,Married,2,Sales,Sales Executive,3,Travel_Rarely,Yes,43788,13.0,1,8,5,4,5,4,4,4,4,3,2,2,35K-60K,26-35,4-7 yrs,Yes
539,41,Male,Married,1,Research & Development,Manager,2,Non-Travel,No,12771,12.6,0,20,10,4,6,0,3,2,3,3,4,2,<=35K,36-45,8+ yrs,No
540,28,Female,Married,3,Sales,Sales Representative,3,Travel_Frequently,No,46795,15.5,0,8,8,8,7,2,3,1,4,3,3,2,35K-60K,26-35,8+ yrs,No
541,41,Male,Divorced,3,Human Resources,Manager,2,Travel_Frequently,No,32796,14.3,3,20,2,0,0,0,3,3,1,4,2,3,<=35K,36-45,0-3 yrs,No
542,28,Male,Single,5,Research & Development,Manager,1,Non-Travel,No,16067,14.2,0,6,0,0,0,0,3,4,4,4,2,2,<=35K,26-35,0-3 yrs,No
543,33,Male,Married,2,Sales,Sales Executive,3,Travel_Rarely,No,21213,20.2,1,15,7,7,1,7,3,4,2,3,3,4,<=35K,26-35,4-7 yrs,No
544,34,Male,Married,3,Research & Development,Research Director,5,Travel_Rarely,No,64874,20.9,0,16,16,5,0,0,3,4,4,1,3,2,>60K,26-35,8+ yrs,No
545,45,Female,Married,3,Research & Development,Healthcare Representative,2,Travel_Rarely,No,24015,11.0,1,26,0,0,0,0,4,4,3,3,1,3,<=35K,36-45,0-3 yrs,No
546,45,Female,Divorced,1,Research & Development,Laboratory Technician,2,Travel_Rarely,No,32333,16.4,0,27,3,3,3,1,3,1,1,2,3,3,<=35K,36-45,0-3 yrs,Yes
547,25,Male,Married,4,Sales,Manager,3,Travel_Rarely,No,47314,12.3,0,6,0,0,0,0,3,3,1,2,3,3,35K-60K,18-25,0-3 yrs,No
548,37,Male,Divorced,1,Research & Development,Healthcare Representative,2,Travel_Rarely,No,28638,14.3,0,19,8,4,7,3,3,3,4,3,4,3,<=35K,36-45,8+ yrs,No
549,30,Female,Single,4,Research & Development,Research Director,4,Non-Travel,Yes,65081,16.3,0,12,12,0,2,0,3,1,1,1,2,2,>60K,26-35,8+ yrs,No
550,25,Male,Divorced,4,Research & Development,Manager,3,Travel_Rarely,No,36790,14.4,2,4,4,4,3,2,3,3,4,1,3,5,35K-60K,18-25,4-7 yrs,No
551,34,Male,Single,3,Research & Development,Healthcare Representative,1,Travel_Rarely,No,19881,16.1,1,13,3,2,0,3,4,4,3,3,2,3,<=35K,26-35,0-3 yrs,No
552,34,Male,Divorced,3,Research & Development,Manager,5,Travel_Rarely,No,78797,17.7,0,12,12,0,1,1,3,4,2,4,3,2,>60K,26-35,8+ yrs,No
553,58,Female,Married,3,Research & Development,Manager,3,Travel_Rarely,No,48020,16.3,1,38,0,0,0,0,3,3,1,1,3,2,35K-60K,46+,0-3 yrs,No
554,40,Male,Single,3,Research & Development,Research Scientist,4,Travel_Rarely,No,58543,12.8,2,18,13,2,0,3,3,4,1,4,2,0,35K-60K,36-45,8+ yrs,No
555,24,Female,Married,3,Research & Development,Healthcare Representative,3,Travel_Rarely,Yes,59645,12.9,1,6,2,2,2,0,3,1,3,3,3,3,35K-60K,18-25,0-3 yrs,No
556,31,Female,Divorced,1,Research & Development,Healthcare Representative,4,Travel_Rarely,Yes,63945,11.0,0,9,4,1,4,4,3,4,3,1,3,2,>60K,26-35,4-7 yrs,No
557,46,Male,Single,1,Sales,Manager,1,Travel_Rarely,No,10000,12.0,2,25,4,4,0,2,3,1,4,3,3,5,<=35K,46+,4-7 yrs,Yes
558,55,Male,Married,3,Sales,Sales Executive,2,Non-Travel,No,31986,22.5,0,37,5,2,5,1,3,3,3,4,2,2,<=35K,46+,4-7 yrs,No
559,22,Female,Divorced,3,Research & Development,Research Director,4,Travel_Frequently,No,66019,12.3,0,4,4,1,0,0,3,2,4,3,2,3,>60K,18-25,4-7 yrs,No
560,19,Male,Married,4,Research & Development,Research Scientist,1,Non-Travel,No,10295,11.0,1,0,0,0,0,0,3,4,1,4,1,4,<=35K,18-25,0-3 yrs,Yes
561,53,Female,Single,1,Research & Development,Manager,1,Travel_Rarely,Yes,23714,16.4,2,34,10,3,1,3,3,2,4,4,1,4,<=35K,46+,8+ yrs,No
562,40,Female,Married,4,Sales,Manager,3,Travel_Rarely,No,48056,14.8,2,20,1,1,0,1,3,1,2,4,3,1,35K-60K,36-45,0-3 yrs,No
563,28,Female,Married,2,Sales,Sales Representative,3,Non-Travel,No,26260,14.5,2,6,2,1,0,2,3,3,2,1,3,6,<=35K,26-35,0-3 yrs,No
564,41,Female,Divorced,3,Sales,Sales Representative,1,Travel_Frequently,No,17397,20.4,0,19,4,1,4,4,3,1,4,4,2,5,<=35K,36-45,4-7 yrs,No
565,18,Female,Married,3,Research & Development,Research Scientist,4,Travel_Rarely,Yes,56751,17.2,2,0,0,0,0,0,4,2,4,4,3,5,35K-60K,18-25,0-3 yrs,No
566,36,Female,Married,3,Research & Development,Research Director,3,Travel_Rarely,No,49297,13.2,0,18,4,4,3,2,3,3,2,4,3,4,35K-60K,36-45,4-7 yrs,No
567,39,Male,Divorced,2,Research & Development,Manager,2,Travel_Rarely,No,37553,13.6,0,21,21,4,9,12,3,2,4,4,4,4,35K-60K,36-45,8+ yrs,Yes
568,45,Male,Married,3,Research & Development,Healthcare Representative,3,Non-Travel,No,46561,13.3,1,26,24,1,6,10,3,2,3,3,3,3,35K-60K,36-45,8+ yrs,No
569,27,Male,Single,4,Research & Development,Research Scientist,2,Travel_Rarely,No,43322,18.4,1,5,5,1,0,1,4,1,4,2,3,4,35K-60K,26-35,4-7 yrs,No
570,37,Female,Single,3,Research & Development,Research Director,1,Travel_Rarely,No,13570,14.1,1,17,12,2,3,3,4,1,1,3,2,3,<=35K,36-45,8+ yrs,No
571,28,Male,Married,3,Research & Development,Healthcare Representative,2,Travel_Rarely,No,34998,11.0,1,6,6,6,1,0,3,3,1,3,3,3,<=35K,26-35,4-7 yrs,No
572,39,Female,Single,4,Research & Development,Laboratory Technician,2,Travel_Frequently,Yes,36439,15.0,2,18,11,0,2,0,3,4,4,4,3,3,35K-60K,36-45,8+ yrs,No
573,28,Male,Divorced,4,Research & Development,Laboratory Technician,2,Travel_Rarely,No,29221,11.0,0,6,6,3,0,4,3,3,3,4,3,6,<=35K,26-35,4-7 yrs,Yes
574,33,Female,Married,3,Research & Development,Healthcare Representative,3,Travel_Rarely,No,51230,23.3,0,11,11,1,1,1,3,1,3,4,2,1,35K-60K,26-35,8+ yrs,No
575,27,Male,Single,2,Research & Development,Research Scientist,3,Travel_Rarely,Yes,40242,11.6,2,6,0,0,0,0,3,3,3,4,3,4,35K-60K,26-35,0-3 yrs,No
576,42,Female,Married,4,Human Resources,Manager,2,Travel_Rarely,No,26619,14.6,0,21,6,0,0,4,3,3,4,3,3,2,<=35K,36-45,4-7 yrs,No
577,44,Male,Married,3,Sales,Sales Executive,3,Travel_Rarely,No,34500,16.2,1,24,1,1,1,1,3,3,3,4,3,2,<=35K,36-45,0-3 yrs,No
578,34,Male,Divorced,2,Human Resources,Manager,1,Travel_Rarely,No,16931,14.1,1,16,0,0,0,0,3,2,3,2,3,1,<=35K,26-35,0-3 yrs,Yes
579,37,Male,Divorced,2,Research & Development,Healthcare Representative,1,Travel_Rarely,No,17602,14.1,1,18,13,0,0,2,4,1,4,1,2,2,<=35K,36-45,8+ yrs,Yes
580,23,Female,Married,4,Sales,Manager,4,Travel_Rarely,No,69434,16.8,1,2,2,2,2,1,4,1,4,3,3,6,>60K,18-25,0-3 yrs,No
581,34,Male,Married,1,Research & Development,Laboratory Technician,1,Non-Travel,No,21329,20.8,0,16,1,0,1,0,3,2,2,3,3,2,<=35K,26-35,0-3 yrs,Yes
582,36,Male,Married,5,Human Resources,Human Resources Representative,1,Travel_Rarely,Yes,12721,18.0,2,16,2,2,0,2,3,1,3,4,2,3,<=35K,36-45,0-3 yrs,Yes
583,60,Female,Married,2,Research & Development,Manager,3,Travel_Rarely,No,35574,20.7,0,38,21,3,5,8,3,3,3,3,3,1,35K-60K,46+,8+ yrs,No
584,26,Female,Single,4,Research & Development,Research Scientist,2,Travel_Rarely,Yes,33462,11.3,0,6,6,1,0,6,3,3,1,4,3,5,<=35K,26-35,4-7 yrs,Yes
585,50,Female,Single,3,Research & Development,Research Director,4,Travel_Frequently,Yes,68886,16.4,0,30,0,0,0,0,3,4,3,1,2,4,>60K,46+,0-3 yrs,No
586,45,Male,Married,3,Sales,Sales Representative,2,Non-Travel,No,36041,15.8,1,24,23,5,0,0,3,3,1,4,2,2,35K-60K,36-45,8+ yrs,No
587,39,Male,Single,4,Sales,Sales Representative,1,Travel_Rarely,No,23675,16.5,1,20,2,2,2,1,3,3,1,4,3,2,<=35K,36-45,0-3 yrs,No
588,52,Female,Single,3,Sales,Sales Representative,2,Travel_Rarely,No,28304,20.3,2,31,7,0,2,1,3,2,4,4,3,2,<=35K,46+,4-7 yrs,Yes
589,40,Male,Married,3,Sales,Sales Representative,2,Travel_Rarely,Yes,26267,14.4,1,18,7,2,1,6,3,1,1,3,3,2,<=35K,36-45,4-7 yrs,No
590,40,Female,Single,1,Sales,Sales Representative,2,Travel_Rarely,No,24104,13.7,1,19,14,4,0,0,3,3,3,4,3,2,<=35K,36-45,8+ yrs,Yes
591,36,Male,Married,1,Sales,Sales Executive,2,Travel_Rarely,Yes,29552,17.2,2,14,12,2,6,2,3,3,2,3,4,6,<=35K,36-45,8+ yrs,Yes
592,48,Male,Married,2,Research & Development,Research Scientist,4,Travel_Rarely,No,59371,11.0,1,27,1,1,1,0,4,4,3,4,3,4,35K-60K,46+,0-3 yrs,No
593,46,Male,Divorced,3,Sales,Sales Representative,4,Travel_Rarely,No,61653,14.3,1,27,6,2,2,3,3,4,2,3,1,2,>60K,46+,4-7 yrs,No
594,31,Male,Married,2,Research & Development,Manager,2,Non-Travel,Yes,28965,14.7,1,13,3,2,0,3,3,2,3,1,3,6,<=35K,26-35,0-3 yrs,No
595,24,Male,Single,2,Research & Development,Research Scientist,2,Travel_Rarely,No,28930,11.8,0,5,4,3,0,3,3,2,4,1,3,0,<=35K,18-25,4-7 yrs,Yes
596,35,Male,Married,3,Research & Development,Research Director,2,Travel_Rarely,Yes,23786,19.1,2,14,4,4,4,4,3,3,2,3,3,2,<=35K,26-35,4-7 yrs,No
597,29,Female,Divorced,3,Research & Development,Healthcare Representative,4,Travel_Frequently,No,67532,11.3,0,9,3,0,0,2,4,3,2,4,2,3,>60K,26-35,0-3 yrs,No
598,36,Male,Divorced,4,Sales,Manager,5,Travel_Rarely,No,75612,14.7,1,18,3,2,0,0,3,2,3,3,3,0,>60K,36-45,0-3 yrs,No
599,48,Female,Married,2,Sales,Manager,1,Non-Travel,No,13604,16.3,1,28,1,0,1,1,4,3,1,4,3,2,<=35K,46+,0-3 yrs,No
600,32,Female,Married,1,Sales,Manager,3,Travel_Rarely,No,39020,20.2,2,13,5,0,4,5,4,2,3,3,3,2,35K-60K,26-35,4-7 yrs,Yes
601,36,Male,Divorced,4,Sales,Sales Representative,2,Non-Travel,No,19344,15.2,2,18,8,3,2,1,4,3,1,4,2,3,<=35K,36-45,8+ yrs,No
602,37,Male,Single,2,Sales,Manager,1,Travel_Frequently,Yes,25463,18.7,1,16,3,3,0,0,3,2,3,3,4,5,<=35K,36-45,0-3 yrs,No
603,44,Female,Married,4,Sales,Sales Executive,1,Non-Travel,Yes,19437,17.8,1,24,22,0,4,1,3,3,4,1,3,3,<=35K,36-45,8+ yrs,No
604,18,Female,Married,4,Sales,Sales Representative,2,Travel_Rarely,No,17008,15.7,0,0,0,0,0,0,3,4,3,4,3,3,<=35K,18-25,0-3 yrs,No
605,31,Female,Single,4,Sales,Manager,2,Travel_Rarely,No,36105,11.2,0,9,5,1,4,1,3,4,3,4,3,3,35K-60K,26-35,4-7 yrs,No
606,38,Female,Married,2,Research & Development,Manager,1,Travel_Rarely,Yes,22379,11.0,2,20,5,1,0,2,3,4,1,3,3,2,<=35K,36-45,4-7 yrs,No
607,47,Female,Single,4,Sales,Sales Representative,3,Non-Travel,No,45995,15.6,2,27,0,0,0,0,3,3,4,2,4,4,35K-60K,46+,0-3 yrs,No
608,32,Male,Married,4,Research & Development,Healthcare Representative,2,Travel_Rarely,No,42784,13.2,2,13,1,1,1,1,3,3,3,1,4,3,35K-60K,26-35,0-3 yrs,No
609,19,Male,Divorced,3,Research & Development,Laboratory Technician,2,Travel_Rarely,No,31733,18.6,0,0,0,0,0,0,4,3,4,3,4,2,<=35K,18-25,0-3 yrs,Yes
610,42,Female,Single,3,Research & Development,Manager,2,Travel_Rarely,No,18665,18.0,2,23,4,1,2,3,3,1,1,3,1,1,<=35K,36-45,4-7 yrs,Yes
611,31,Male,Divorced,2,Sales,Sales Representative,1,Travel_Frequently,No,17921,14.5,2,12,3,1,1,3,3,1,4,3,3,6,<=35K,26-35,0-3 yrs,Yes
612,26,Female,Single,2,Research & Development,Manager,2,Travel_Rarely,No,31959,11.0,0,6,3,2,1,3,3,1,3,3,2,0,<=35K,26-35,0-3 yrs,No
613,31,Male,Married,3,Research & Development,Manager,1,Travel_Rarely,Yes,10173,17.1,1,9,9,2,0,1,3,4,1,3,3,5,<=35K,26-35,8+ yrs,No
614,35,Male,Single,3,Sales,Sales Representative,2,Travel_Rarely,No,34588,11.4,1,16,2,1,1,1,3,3,4,1,2,2,<=35K,26-35,0-3 yrs,No
615,31,Female,Divorced,3,Research & Development,Research Director,1,Non-Travel,Yes,10000,12.4,1,12,11,6,2,5,3,1,1,4,3,3,<=35K,26-35,8+ yrs,No
616,18,Male,Married,3,Human Resources,Manager,2,Travel_Frequently,Yes,37924,11.6,3,0,0,0,0,0,3,4,4,4,3,2,35K-60K,18-25,0-3 yrs,No
617,45,Male,Married,3,Sales,Sales Executive,1,Travel_Rarely,No,10000,14.7,0,23,4,0,0,2,3,3,4,1,3,4,<=35K,36-45,4-7 yrs,No
618,48,Male,Divorced,3,Sales,Sales Executive,3,Non-Travel,No,37120,19.5,1,30,0,0,0,0,3,4,1,2,3,3,35K-60K,46+,0-3 yrs,No
619,42,Female,Married,4,Research & Development,Research Director,3,Travel_Rarely,Yes,44089,15.2,1,23,10,4,1,3,3,3,2,1,1,1,35K-60K,36-45,8+ yrs,No
620,26,Male,Divorced,2,Research & Development,Research Scientist,1,Travel_Rarely,No,18463,13.6,1,7,7,0,1,0,3,1,3,4,3,2,<=35K,26-35,4-7 yrs,Yes
621,35,Female,Married,3,Sales,Manager,2,Travel_Rarely,No,31311,11.0,2,16,4,4,0,0,3,1,4,3,2,2,<=35K,26-35,4-7 yrs,No
622,36,Male,Divorced,2,Sales,Manager,1,Travel_Rarely,Yes,10000,17.2,1,18,0,0,0,0,3,4,4,3,3,4,<=35K,36-45,0-3 yrs,No
623,42,Female,Married,3,Research & Development,Research Director,2,Non-Travel,No,25951,12.3,0,23,3,2,3,1,3,2,4,3,3,4,<=35K,36-45,0-3 yrs,No
624,42,Female,Single,4,Research & Development,Manager,2,Travel_Rarely,No,20935,15.6,0,24,1,0,1,1,4,3,2,4,3,4,<=35K,36-45,0-3 yrs,No
625,30,Male,Married,4,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,28202,13.9,0,12,3,3,1,1,4,3,4,3,4,0,<=35K,26-35,0-3 yrs,No
626,37,Male,Single,2,Research & Development,Manager,2,Non-Travel,No,38600,18.3,1,16,11,7,1,0,3,4,4,1,2,3,35K-60K,36-45,8+ yrs,No
627,41,Male,Married,4,Research & Development,Laboratory Technician,4,Travel_Rarely,No,59965,14.6,2,20,8,7,4,0,3,3,2,3,2,6,35K-60K,36-45,8+ yrs,No
628,50,Female,Married,1,Research & Development,Research Director,2,Non-Travel,No,36875,15.0,0,31,1,0,1,0,3,3,1,4,3,4,35K-60K,46+,0-3 yrs,No
629,43,Male,Married,3,Sales,Sales Representative,2,Travel_Rarely,No,41643,17.0,0,23,23,5,9,1,4,2,3,3,3,1,35K-60K,36-45,8+ yrs,No
630,44,Female,Single,1,Sales,Sales Representative,2,Travel_Rarely,Yes,25295,23.0,0,23,14,2,0,0,3,4,4,2,3,3,<=35K,36-45,8+ yrs,No
631,37,Male,Single,4,Research & Development,Laboratory Technician,4,Travel_Rarely,No,58507,18.5,1,16,4,3,4,1,3,3,1,4,1,4,35K-60K,36-45,4-7 yrs,No
632,49,Male,Married,3,Research & Development,Healthcare Representative,3,Non-Travel,Yes,62369,14.9,3,29,4,0,0,1,4,1,4,4,3,3,>60K,46+,4-7 yrs,No
633,40,Male,Divorced,3,Research & Development,Research Director,2,Non-Travel,No,41554,15.2,1,18,13,3,2,0,3,3,4,4,2,1,35K-60K,36-45,8+ yrs,No
634,29,Male,Married,4,Research & Development,Research Director,4,Travel_Rarely,No,46620,13.3,1,10,6,6,0,0,3,2,1,1,3,0,35K-60K,26-35,4-7 yrs,No
635,49,Male,Married,2,Sales,Manager,2,Non-Travel,Yes,33097,11.7,1,27,4,0,3,4,3,1,3,2,2,5,<=35K,46+,4-7 yrs,No
636,43,Female,Married,1,Research & Development,Research Scientist,3,Travel_Rarely,No,45004,13.2,0,21,8,0,3,2,3,3,2,3,4,2,35K-60K,36-45,8+ yrs,No
637,32,Female,Married,4,Research & Development,Healthcare Representative,3,Travel_Rarely,Yes,51611,12.3,1,14,1,0,0,1,4,4,3,4,2,2,35K-60K,26-35,0-3 yrs,No
638,32,Male,Single,3,Sales,Sales Representative,1,Travel_Rarely,No,10000,17.6,1,14,12,0,1,2,3,3,3,4,3,4,<=35K,26-35,8+ yrs,No
639,39,Female,Married,2,Sales,Sales Executive,3,Travel_Rarely,No,38283,11.2,1,20,4,2,1,4,3,3,4,4,2,3,35K-60K,36-45,4-7 yrs,No
640,41,Female,Single,3,Research & Development,Research Director,2,Travel_Rarely,Yes,24591,20.1,2,21,5,5,0,0,3,3,3,4,3,5,<=35K,36-45,4-7 yrs,No
641,38,Female,Divorced,3,Sales,Sales Representative,2,Travel_Rarely,No,25424,18.0,1,20,0,0,0,0,3,3,4,4,4,1,<=35K,36-45,0-3 yrs,No
642,39,Male,Single,1,Research & Development,Laboratory Technician,2,Travel_Rarely,No,36522,15.3,1,18,2,2,1,2,3,3,2,2,2,3,35K-60K,36-45,0-3 yrs,No
643,52,Male,Married,2,Sales,Sales Representative,3,Travel_Rarely,Yes,35550,15.2,2,33,3,1,3,3,3,2,3,2,4,1,35K-60K,46+,0-3 yrs,No
644,46,Male,Single,1,Research & Development,Manager,1,Travel_Rarely,No,10019,13.1,3,24,3,1,1,1,3,1,4,3,4,0,<=35K,46+,0-3 yrs,No
645,38,Female,Single,3,Sales,Manager,1,Travel_Rarely,No,10000,16.2,1,19,9,2,1,5,3,1,2,2,3,1,<=35K,36-45,8+ yrs,Yes
646,45,Male,Divorced,4,Research & Development,Research Director,3,Travel_Rarely,No,53056,19.2,0,27,1,0,1,1,3,4,3,2,1,3,35K-60K,36-45,0-3 yrs,No
647,27,Male,Single,5,Research & Development,Healthcare Representative,1,Non-Travel,No,25168,12.6,0,7,1,1,0,1,3,4,4,4,3,3,<=35K,26-35,0-3 yrs,No
648,40,Male,Single,3,Research & Development,Manager,1,Travel_Rarely,No,12383,11.0,1,18,5,0,5,5,3,2,4,1,4,2,<=35K,36-45,4-7 yrs,Yes
649,53,Male,Married,2,Research & Development,Research Director,1,Travel_Rarely,No,12616,17.8,0,33,5,3,2,5,3,3,3,4,4,0,<=35K,46+,4-7 yrs,No
650,34,Female,Single,4,Research & Development,Research Scientist,2,Travel_Rarely,No,33625,16.4,0,15,0,0,0,0,3,4,3,4,3,3,<=35K,26-35,0-3 yrs,Yes
651,29,Male,Single,3,Sales,Manager,2,Travel_Rarely,No,41795,11.1,0,9,0,0,0,0,3,2,4,1,3,1,35K-60K,26-35,0-3 yrs,Yes
652,30,Male,Divorced,2,Research & Development,Research Scientist,1,Non-Travel,Yes,18268,12.5,1,10,10,5,4,1,3,3,1,1,3,1,<=35K,26-35,8+ yrs,No
653,26,Female,Married,4,Research & Development,Laboratory Technician,5,Non-Travel,No,69419,12.0,1,7,0,0,0,0,3,1,3,2,3,3,>60K,26-35,0-3 yrs,No
654,29,Female,Divorced,4,Research & Development,Research Director,3,Travel_Rarely,No,32049,12.5,0,7,7,1,7,0,3,3,3,2,3,2,<=35K,26-35,4-7 yrs,No
655,33,Female,Divorced,4,Research & Development,Research Scientist,2,Travel_Rarely,No,21078,14.0,0,13,3,0,1,0,3,4,1,3,3,3,<=35K,26-35,0-3 yrs,No
656,24,Female,Married,4,Sales,Manager,2,Travel_Rarely,Yes,30585,14.2,1,4,4,4,2,2,3,4,3,3,3,3,<=35K,18-25,4-7 yrs,Yes
657,37,Female,Single,2,Sales,Manager,2,Travel_Rarely,No,24757,12.8,0,18,1,1,0,1,3,3,1,3,3,2,<=35K,36-45,0-3 yrs,No
658,45,Male,Divorced,2,Research & Development,Healthcare Representative,3,Travel_Rarely,No,46559,12.4,0,24,10,4,10,0,3,3,4,3,3,5,35K-60K,36-45,8+ yrs,No
659,28,Male,Divorced,3,Research & Development,Research Scientist,1,Travel_Rarely,No,10576,14.4,1,8,1,0,1,1,3,3,4,3,2,3,<=35K,26-35,0-3 yrs,Yes
660,50,Female,Divorced,2,Research & Development,Research Director,1,Non-Travel,No,10000,15.8,1,32,2,0,0,1,4,1,1,3,3,0,<=35K,46+,0-3 yrs,Yes
661,41,Female,Married,3,Research & Development,Manager,4,Travel_Rarely,No,50583,14.0,0,19,1,1,0,1,3,1,1,1,3,3,35K-60K,36-45,0-3 yrs,No
662,46,Female,Single,4,Human Resources,Human Resources Representative,1,Travel_Rarely,No,27498,19.5,1,26,10,0,1,0,3,4,4,2,2,3,<=35K,46+,8+ yrs,No
663,30,Male,Divorced,4,Research & Development,Research Scientist,2,Travel_Rarely,No,37111,17.1,0,11,11,2,0,2,4,2,2,4,3,3,35K-60K,26-35,8+ yrs,No
664,44,Male,Married,3,Sales,Sales Representative,4,Travel_Rarely,Yes,73844,11.0,1,26,2,0,1,2,3,3,3,3,4,4,>60K,36-45,0-3 yrs,No
665,26,Male,Divorced,4,Sales,Manager,3,Travel_Rarely,No,49319,17.1,0,7,2,2,2,1,3,3,2,4,3,5,35K-60K,26-35,0-3 yrs,No
666,45,Male,Single,4,Sales,Manager,2,Travel_Rarely,Yes,26560,17.4,0,25,8,4,3,4,3,4,1,2,3,6,<=35K,36-45,8+ yrs,No
667,38,Male,Single,3,Sales,Manager,3,Travel_Rarely,No,55586,13.6,1,20,12,0,8,6,4,4,2,1,3,3,35K-60K,36-45,8+ yrs,No
668,41,Female,Single,2,Sales,Sales Representative,1,Travel_Rarely,No,14735,11.0,1,19,5,1,2,0,3,3,2,3,3,3,<=35K,36-45,4-7 yrs,No
669,26,Male,Divorced,2,Sales,Manager,3,Travel_Rarely,No,46766,15.2,0,4,4,1,4,4,3,3,3,4,3,0,35K-60K,26-35,4-7 yrs,No
670,28,Male,Single,3,Sales,Sales Representative,2,Travel_Rarely,Yes,29657,15.2,0,6,2,2,2,2,3,4,4,4,3,4,<=35K,26-35,0-3 yrs,Yes
671,42,Male,Single,2,Sales,Manager,3,Travel_Rarely,No,21424,11.0,2,21,0,0,0,0,4,3,3,2,2,0,<=35K,36-45,0-3 yrs,No
672,28,Female,Divorced,2,Research & Development,Research Scientist,5,Travel_Rarely,Yes,87837,11.0,1,9,1,0,1,1,3,4,3,4,3,3,>60K,26-35,0-3 yrs,No
673,41,Male,Single,2,Sales,Sales Representative,4,Travel_Frequently,Yes,63928,14.9,0,21,6,0,1,2,3,3,3,3,3,1,>60K,36-45,4-7 yrs,No
